observationID,mediaID,observationType,cameraSetupType,taxonID,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
07840dcc-0d99-4ab4-973b-7e4a8e20b56d_1,07840dcc-0d99-4ab4-973b-7e4a8e20b56d,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
401386c7-cc7a-46e5-9160-48c6158624a3_1,401386c7-cc7a-46e5-9160-48c6158624a3,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
ca3ff293-89a4-425d-a853-5572837c5b83_1,ca3ff293-89a4-425d-a853-5572837c5b83,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
e8b8e44c-491c-45d2-8928-aa5996c07584_1,e8b8e44c-491c-45d2-8928-aa5996c07584,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
b8690a15-652a-4f08-9562-1797671410b8_1,b8690a15-652a-4f08-9562-1797671410b8,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
64734615-ccaf-4c48-b63e-d7b07bdc6d39_1,64734615-ccaf-4c48-b63e-d7b07bdc6d39,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
12ce5004-9427-41ff-bcba-99b09c716e81_1,12ce5004-9427-41ff-bcba-99b09c716e81,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
f372acaf-1d46-4244-8edf-5f804da1e092_1,f372acaf-1d46-4244-8edf-5f804da1e092,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
97140835-6245-4adb-b84d-af09045389cf_1,97140835-6245-4adb-b84d-af09045389cf,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
d1326349-76fd-4e83-a20c-a7994e4c0da2_1,d1326349-76fd-4e83-a20c-a7994e4c0da2,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
017e3d07-3e6c-45a2-adbd-e7308c74f656_1,017e3d07-3e6c-45a2-adbd-e7308c74f656,animal,,DGP6,Anas platyrhynchos,2,adult,female,,,,,human,Peter Desmet,,,,
e82ea167-73a2-4cd3-a819-9d94a206a75f_1,e82ea167-73a2-4cd3-a819-9d94a206a75f,animal,,DGP6,Anas platyrhynchos,2,adult,female,,,,,human,Peter Desmet,,,,
8aab9351-ccf3-499a-bf1a-8f98a3957b0f_1,8aab9351-ccf3-499a-bf1a-8f98a3957b0f,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
dd543fc8-8bf8-4a85-a026-1469367cb7f8_1,dd543fc8-8bf8-4a85-a026-1469367cb7f8,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
6affb228-efd9-4327-acbf-fdc5cf8c8816_1,6affb228-efd9-4327-acbf-fdc5cf8c8816,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
ef3afb3b-b922-4347-ad0d-125c20c3d822_1,ef3afb3b-b922-4347-ad0d-125c20c3d822,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
29aef5c3-20a6-4701-9027-8b04c620cda0_1,29aef5c3-20a6-4701-9027-8b04c620cda0,blank,,,,,,,,,,,human,Peter Desmet,,,,
200e99c0-692e-46f2-aa44-7f7dc599757a_1,200e99c0-692e-46f2-aa44-7f7dc599757a,blank,,,,,,,,,,,human,Peter Desmet,,,,
97b70ded-6f6b-480c-b386-b6d11f045907_1,97b70ded-6f6b-480c-b386-b6d11f045907,blank,,,,,,,,,,,human,Peter Desmet,,,,
bbd0d520-665a-48f0-8c3a-f176b1d52076_1,bbd0d520-665a-48f0-8c3a-f176b1d52076,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
75e6d1df-1ede-4ca7-a8b0-9cda64493f4d_1,75e6d1df-1ede-4ca7-a8b0-9cda64493f4d,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
948c2184-a964-494c-8416-ea08827697ba_1,948c2184-a964-494c-8416-ea08827697ba,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
8f0c5a8c-69c9-48f3-99b0-46ebe858643f_1,8f0c5a8c-69c9-48f3-99b0-46ebe858643f,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
50d30a87-67ce-4eab-a3b5-c3b7db3aaebb_1,50d30a87-67ce-4eab-a3b5-c3b7db3aaebb,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
bdd7481f-b49b-4847-9799-1db990b76dd9_1,bdd7481f-b49b-4847-9799-1db990b76dd9,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
c459b1f0-390b-41d0-9380-2eddb2f82f7b_1,c459b1f0-390b-41d0-9380-2eddb2f82f7b,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
dbf41369-46b8-4b48-a253-67537f5245f5_1,dbf41369-46b8-4b48-a253-67537f5245f5,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
bdfc4e2d-ee5c-413d-8d86-5b5a2ebc6e28_1,bdfc4e2d-ee5c-413d-8d86-5b5a2ebc6e28,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
7a1ac372-9cc4-4ca6-8939-69a9ac7ae028_1,7a1ac372-9cc4-4ca6-8939-69a9ac7ae028,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
6528fd34-2d9d-4d58-af5c-04877db1599b_1,6528fd34-2d9d-4d58-af5c-04877db1599b,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
dafafac8-d3dd-468b-93f1-34837d13ee88_1,dafafac8-d3dd-468b-93f1-34837d13ee88,blank,,,,,,,,,,,human,Peter Desmet,,,,
45ddded1-efeb-4d11-b948-bcfa46cb5c06_1,45ddded1-efeb-4d11-b948-bcfa46cb5c06,blank,,,,,,,,,,,human,Peter Desmet,,,,
998bdc6a-6655-4d36-af11-215bbf54b4db_1,998bdc6a-6655-4d36-af11-215bbf54b4db,blank,,,,,,,,,,,human,Peter Desmet,,,,
3348ffed-1ddb-4e90-95fa-af2a140f3c6a_1,3348ffed-1ddb-4e90-95fa-af2a140f3c6a,blank,,,,,,,,,,,human,Peter Desmet,,,,
4d6cd9b6-2505-4a4d-b8f9-b00f8033eb8a_1,4d6cd9b6-2505-4a4d-b8f9-b00f8033eb8a,blank,,,,,,,,,,,human,Peter Desmet,,,,
de1a05d2-7a5f-4d01-9fe2-a302d41f09ee_1,de1a05d2-7a5f-4d01-9fe2-a302d41f09ee,blank,,,,,,,,,,,human,Peter Desmet,,,,
d7841986-8a59-4a70-b476-ea8e1001a581_1,d7841986-8a59-4a70-b476-ea8e1001a581,blank,,,,,,,,,,,human,Peter Desmet,,,,
9447bae7-66fe-400c-8e90-8b8f0e30f3e3_1,9447bae7-66fe-400c-8e90-8b8f0e30f3e3,blank,,,,,,,,,,,human,Peter Desmet,,,,
33b63cf8-ef7d-4357-8c58-9375415fe27d_1,33b63cf8-ef7d-4357-8c58-9375415fe27d,blank,,,,,,,,,,,human,Peter Desmet,,,,
c07290d8-a82e-40ed-a2f7-9ffbf8791100_1,c07290d8-a82e-40ed-a2f7-9ffbf8791100,blank,,,,,,,,,,,human,Peter Desmet,,,,
8e7f37f4-5717-47a2-b050-ef7879880fd5_1,8e7f37f4-5717-47a2-b050-ef7879880fd5,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
1f1217b7-cf4d-42aa-92c8-ace42ffc1d8f_1,1f1217b7-cf4d-42aa-92c8-ace42ffc1d8f,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
1640ad29-e2cb-43cc-8cd6-c1ef2ffaadd7_1,1640ad29-e2cb-43cc-8cd6-c1ef2ffaadd7,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
f633bdc2-745a-46bd-975c-b7ba563dd26d_1,f633bdc2-745a-46bd-975c-b7ba563dd26d,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
209dc64d-d1c7-4649-b8a2-9e09654022d8_1,209dc64d-d1c7-4649-b8a2-9e09654022d8,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
87cb0fcb-1530-47ca-87f2-4d64573dec80_1,87cb0fcb-1530-47ca-87f2-4d64573dec80,blank,,,,,,,,,,,human,Peter Desmet,,,,
3868adcc-7460-461d-abad-f5da0f8903ab_1,3868adcc-7460-461d-abad-f5da0f8903ab,blank,,,,,,,,,,,human,Peter Desmet,,,,
690535a6-6625-4d05-8732-d7a59e9f91ea_1,690535a6-6625-4d05-8732-d7a59e9f91ea,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
b6fa4933-572b-42ee-b76d-0e7c45337c73_1,b6fa4933-572b-42ee-b76d-0e7c45337c73,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
f418bc6c-0b8e-4d6a-a00e-3b74b562e2d1_1,f418bc6c-0b8e-4d6a-a00e-3b74b562e2d1,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
6f8b7649-0964-490f-ac94-d4297bda9156_1,6f8b7649-0964-490f-ac94-d4297bda9156,blank,,,,,,,,,,,human,Peter Desmet,,,,
b14ddd01-88cc-4275-8c14-cad2d604d52e_1,b14ddd01-88cc-4275-8c14-cad2d604d52e,blank,,,,,,,,,,,human,Peter Desmet,,,,
d9ece6b1-a9e4-4e57-891c-66400c95a31f_1,d9ece6b1-a9e4-4e57-891c-66400c95a31f,blank,,,,,,,,,,,human,Peter Desmet,,,,
82d92d53-0a39-4d5d-9bac-ee9658d04d15_1,82d92d53-0a39-4d5d-9bac-ee9658d04d15,blank,,,,,,,,,,,human,Peter Desmet,,,,
c809222e-ef7a-4501-a968-30e808837b9e_1,c809222e-ef7a-4501-a968-30e808837b9e,blank,,,,,,,,,,,human,Peter Desmet,,,,
d764dd29-fbc9-40ac-8164-15e68330b981_1,d764dd29-fbc9-40ac-8164-15e68330b981,blank,,,,,,,,,,,human,Peter Desmet,,,,
930275a5-b0f3-4a17-9b7a-e08b155cb664_1,930275a5-b0f3-4a17-9b7a-e08b155cb664,blank,,,,,,,,,,,human,Peter Desmet,,,,
b090ecb5-f02c-4fe8-960c-6164c2414b12_1,b090ecb5-f02c-4fe8-960c-6164c2414b12,blank,,,,,,,,,,,human,Peter Desmet,,,,
44122af3-7aa9-4ecc-adf8-052754c9bad7_1,44122af3-7aa9-4ecc-adf8-052754c9bad7,blank,,,,,,,,,,,human,Peter Desmet,,,,
35c804f5-b733-473c-b892-cbcaa3756329_1,35c804f5-b733-473c-b892-cbcaa3756329,blank,,,,,,,,,,,human,Peter Desmet,,,,
e43ed570-1af7-456d-845a-ff1bca289952_1,e43ed570-1af7-456d-845a-ff1bca289952,blank,,,,,,,,,,,human,Peter Desmet,,,,
89bb0355-5a00-4e20-815b-454855f9b8cc_1,89bb0355-5a00-4e20-815b-454855f9b8cc,blank,,,,,,,,,,,human,Peter Desmet,,,,
6aa925c4-7877-4e71-822b-d0a8da1ba1e6_1,6aa925c4-7877-4e71-822b-d0a8da1ba1e6,blank,,,,,,,,,,,human,Peter Desmet,,,,
131f5288-54d7-4e60-837c-f6a3d3ff02c0_1,131f5288-54d7-4e60-837c-f6a3d3ff02c0,blank,,,,,,,,,,,human,Peter Desmet,,,,
a4c9b59d-c382-40e0-9042-3406cfb5253f_1,a4c9b59d-c382-40e0-9042-3406cfb5253f,blank,,,,,,,,,,,human,Peter Desmet,,,,
d3494c50-c34a-4c55-8031-e07ece336b8e_1,d3494c50-c34a-4c55-8031-e07ece336b8e,blank,,,,,,,,,,,human,Peter Desmet,,,,
0b0dc7b2-65bf-4f21-a358-b5867f92581c_1,0b0dc7b2-65bf-4f21-a358-b5867f92581c,blank,,,,,,,,,,,human,Peter Desmet,,,,
90e03429-3f43-40a9-bc6e-39c6e6eaf754_1,90e03429-3f43-40a9-bc6e-39c6e6eaf754,blank,,,,,,,,,,,human,Peter Desmet,,,,
a0a65a78-c8e2-4bfe-9eb3-9c2c164f2526_1,a0a65a78-c8e2-4bfe-9eb3-9c2c164f2526,blank,,,,,,,,,,,human,Peter Desmet,,,,
9c1a5f4a-8c21-48bb-b3b9-7a27284969db_1,9c1a5f4a-8c21-48bb-b3b9-7a27284969db,blank,,,,,,,,,,,human,Peter Desmet,,,,
a33837bf-46c3-415b-9982-50f838f2a0dd_1,a33837bf-46c3-415b-9982-50f838f2a0dd,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
a33837bf-46c3-415b-9982-50f838f2a0dd_2,a33837bf-46c3-415b-9982-50f838f2a0dd,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
a4c90844-bf4e-4bb4-8c60-a3b560a45800_1,a4c90844-bf4e-4bb4-8c60-a3b560a45800,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
a4c90844-bf4e-4bb4-8c60-a3b560a45800_2,a4c90844-bf4e-4bb4-8c60-a3b560a45800,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
b8d6c1ec-b1ea-4a12-915a-59c8fb448c6c_1,b8d6c1ec-b1ea-4a12-915a-59c8fb448c6c,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
b8d6c1ec-b1ea-4a12-915a-59c8fb448c6c_2,b8d6c1ec-b1ea-4a12-915a-59c8fb448c6c,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
9c4b83d9-711a-43eb-9f40-f894cf470fe1_1,9c4b83d9-711a-43eb-9f40-f894cf470fe1,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
9c4b83d9-711a-43eb-9f40-f894cf470fe1_2,9c4b83d9-711a-43eb-9f40-f894cf470fe1,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
7e4de13b-c589-4b28-b2fb-389e9916ce86_1,7e4de13b-c589-4b28-b2fb-389e9916ce86,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
7e4de13b-c589-4b28-b2fb-389e9916ce86_2,7e4de13b-c589-4b28-b2fb-389e9916ce86,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
72366a31-2632-4f2b-b059-b5e5f23358e7_1,72366a31-2632-4f2b-b059-b5e5f23358e7,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
72366a31-2632-4f2b-b059-b5e5f23358e7_2,72366a31-2632-4f2b-b059-b5e5f23358e7,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
a55b821f-da11-41bb-9088-d4474ddd8d4c_1,a55b821f-da11-41bb-9088-d4474ddd8d4c,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
a55b821f-da11-41bb-9088-d4474ddd8d4c_2,a55b821f-da11-41bb-9088-d4474ddd8d4c,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
28290b2c-f57c-4d0a-bcd0-c3215c889079_1,28290b2c-f57c-4d0a-bcd0-c3215c889079,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
28290b2c-f57c-4d0a-bcd0-c3215c889079_2,28290b2c-f57c-4d0a-bcd0-c3215c889079,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
53446511-3818-409a-8636-cf8fb16794a0_1,53446511-3818-409a-8636-cf8fb16794a0,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
53446511-3818-409a-8636-cf8fb16794a0_2,53446511-3818-409a-8636-cf8fb16794a0,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
7d3e106e-c9e6-4422-868c-644b095ccff7_1,7d3e106e-c9e6-4422-868c-644b095ccff7,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
7d3e106e-c9e6-4422-868c-644b095ccff7_2,7d3e106e-c9e6-4422-868c-644b095ccff7,animal,,DGP6,Anas platyrhynchos,9,juvenile,,,,,,human,Peter Desmet,,,,
b1e03fbb-3b83-40d4-bc5b-5d3f796da851_1,b1e03fbb-3b83-40d4-bc5b-5d3f796da851,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
f69cf443-6d8c-4e3b-a58a-f51bbdf84685_1,f69cf443-6d8c-4e3b-a58a-f51bbdf84685,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
235078cc-1b44-4da3-b260-3faccb37c2ca_1,235078cc-1b44-4da3-b260-3faccb37c2ca,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
8b8ba813-1ad5-4944-8c0a-96c82f6fb36f_1,8b8ba813-1ad5-4944-8c0a-96c82f6fb36f,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
b5e07538-091b-4c16-a553-d9e50ab0e1eb_1,b5e07538-091b-4c16-a553-d9e50ab0e1eb,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
f38e18d4-7f59-4ad4-befe-2e10d5467f25_1,f38e18d4-7f59-4ad4-befe-2e10d5467f25,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
67aecf0d-3558-4482-86fb-c9fd72ef4e31_1,67aecf0d-3558-4482-86fb-c9fd72ef4e31,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
fc05b93d-f9bd-4e8a-86f4-948a47909a08_1,fc05b93d-f9bd-4e8a-86f4-948a47909a08,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
46ee4572-7020-463e-bbe0-86163f387114_1,46ee4572-7020-463e-bbe0-86163f387114,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
2840949c-5db5-4975-8df5-6b71aa626562_1,2840949c-5db5-4975-8df5-6b71aa626562,animal,,DGP6,Anas platyrhynchos,4,adult,male,,,,,human,Peter Desmet,,,,eclipse plumage
e68deaed-a64e-4999-87a3-9aa0edf5970d_1,e68deaed-a64e-4999-87a3-9aa0edf5970d,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
e68deaed-a64e-4999-87a3-9aa0edf5970d_2,e68deaed-a64e-4999-87a3-9aa0edf5970d,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
e68deaed-a64e-4999-87a3-9aa0edf5970d_3,e68deaed-a64e-4999-87a3-9aa0edf5970d,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
c5efbcb3-34f5-4a59-bc15-034e01b05475_1,c5efbcb3-34f5-4a59-bc15-034e01b05475,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
c5efbcb3-34f5-4a59-bc15-034e01b05475_2,c5efbcb3-34f5-4a59-bc15-034e01b05475,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
c5efbcb3-34f5-4a59-bc15-034e01b05475_3,c5efbcb3-34f5-4a59-bc15-034e01b05475,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
07eee194-85c7-4586-96be-7b42ff6f1132_1,07eee194-85c7-4586-96be-7b42ff6f1132,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
07eee194-85c7-4586-96be-7b42ff6f1132_2,07eee194-85c7-4586-96be-7b42ff6f1132,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
07eee194-85c7-4586-96be-7b42ff6f1132_3,07eee194-85c7-4586-96be-7b42ff6f1132,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
479a93c4-bc70-4e91-9ab5-b058df232ed0_1,479a93c4-bc70-4e91-9ab5-b058df232ed0,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
479a93c4-bc70-4e91-9ab5-b058df232ed0_2,479a93c4-bc70-4e91-9ab5-b058df232ed0,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
479a93c4-bc70-4e91-9ab5-b058df232ed0_3,479a93c4-bc70-4e91-9ab5-b058df232ed0,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
6d65f3e4-4770-407b-b2bf-878983bf9872_1,6d65f3e4-4770-407b-b2bf-878983bf9872,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
6d65f3e4-4770-407b-b2bf-878983bf9872_2,6d65f3e4-4770-407b-b2bf-878983bf9872,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
6d65f3e4-4770-407b-b2bf-878983bf9872_3,6d65f3e4-4770-407b-b2bf-878983bf9872,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
5ba57018-fd06-4319-bc80-ba6efa076c7c_1,5ba57018-fd06-4319-bc80-ba6efa076c7c,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
5ba57018-fd06-4319-bc80-ba6efa076c7c_2,5ba57018-fd06-4319-bc80-ba6efa076c7c,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
5ba57018-fd06-4319-bc80-ba6efa076c7c_3,5ba57018-fd06-4319-bc80-ba6efa076c7c,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
c39a0749-b8db-4853-81c4-32b9a99868ca_1,c39a0749-b8db-4853-81c4-32b9a99868ca,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
c39a0749-b8db-4853-81c4-32b9a99868ca_2,c39a0749-b8db-4853-81c4-32b9a99868ca,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
c39a0749-b8db-4853-81c4-32b9a99868ca_3,c39a0749-b8db-4853-81c4-32b9a99868ca,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
d2ed4389-14e6-45d7-b67d-b52d3cffd0fb_1,d2ed4389-14e6-45d7-b67d-b52d3cffd0fb,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
d2ed4389-14e6-45d7-b67d-b52d3cffd0fb_2,d2ed4389-14e6-45d7-b67d-b52d3cffd0fb,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
d2ed4389-14e6-45d7-b67d-b52d3cffd0fb_3,d2ed4389-14e6-45d7-b67d-b52d3cffd0fb,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
51549c25-e565-4ece-a26e-12442ccc3fcb_1,51549c25-e565-4ece-a26e-12442ccc3fcb,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
